,video_title,view_count,like_count,comment_count,wikipedia_categories,duration_seconds,comments
496,Casting Crowns - Only Jesus ,33508827,254350.0,7608,"Christian music, Music",230.0,"['esto es, rck crsitiano?', '❤', 'Brasil 04/02/2024 horem por mim', '❤️❤️❤️❤️❤️❤️❤️', 'Thank you, brothers. Thank you', 'I like thia song😂😂❤', ""I listen to this song over and over and over again until my lunch is  over ...then I hum the words while I'm working ...Jesus is living within me.. my true friend ..."", 'Thank you Jesus Christ for your everything for me ... I believe to you Jesus 😭😭', 'And in this 2024 the song is on   top much love from 🇺🇬', 'My all time favorite , I love you Jesus I prayed for a job and am always favored, I prayed for a child, you gave me, forever grateful, what more can ask for']"
497,The Weeknd,33151205,580124.0,13273,"Hip hop music, Music, Pop music",270.0,"['This is beautiful 🌺', 'its acting', 'Think som1 is enjoying the fame😂', 'The Weeknd will be remembered even after 50 years', 'Resembles her mother so much🎉', 'Fucking A 1-1-2025. Banger After Banger After Banger. The Weekend Who Fucking With Them?.❤❤❤❤❤❤❤❤❤❤', 'Do you want me to do it 🔥', ""Baby girl, I'm the only one who knows this side of you\n🖤"", 'This jam makes me wanna fuck...', '🔥🔥🔥🔥🔥🔥']"
498,HAPPY ASMARA - KEMBANG WANGI ,32258395,156243.0,12060,"Music, Music of Asia",360.0,"['Terima kasih untuk Happy Asmara dan all team, sukses selalu 🥰', 'Lagu Kembang Wangi seng dinyanyine Mbak Happy Asmara maknane jeruh banget....mugo2 seng ngrungono lagu iki ora mletre❤❤❤', 'Gak nyangka endingnya kayak gitu cuy', 'Asli cinta di sma sama suami semoga sama cinta sejati sampai mati berasa makna nya walaupun aku orang sunda tetep enak di dengar sukses terus mba happy asmara ❤❤❤❤', 'ga teliti nih...nama dibaju naufal adel nama di hasil ujian davin gildas gunawan,tapi bagus sih konsepnya..,semangat ya....', 'Pertama kali denger lagunya bagus dan deep banget maknanya, swargi langgeng kagem alm ya mbak hep. \n\nLife must go on, semangat berkarya mba hep', 'Makasih mba hep iki cerito nyataku 😊', 'sukses terus', 'Marai nangis mbak hep lagumu tak puter ulang2 tep nangis😭', 'semoga kamu bahagia disana, aku selalu mendoakan kamu disini:) Imissyousomuch_dmsdw33:* :( (28-08-2022)']"
499,FABIO ASHER - TANPA RASA BERSALAH ,31743007,99942.0,2538,"Music, Music of Asia, Pop music",283.0,"['🥹🫶', 'Ketika kamu pergi tanpa rasa bersalah seperti ini, aku juga ingin pergi ke tempat dimana kamu gaakan pernah bisa liat aku lagi bahkan cuma sekedar sehelai rambutku, salahku karena terlalu percaya kalau aku segalaybuatmu, tapi nyatanya kau bisa hilang begitu saja...', 'bila kau tak menemuiku dimana-mana. ziarahilah masa lalu kita, aku bersemayam disana...', 'Banci namanya diem2 balikan sm mantan! kalo laki2 sejati bomat yg ono gila jg', 'Mengiklaskan adalah titik tertinggi dalam mencintai🫠', 'lockey here!!', 'Baru denger padahal udh setahun rilis nya , nggaa pernah gagal lagu fabio asher 🤩', ""Aku melupakan mu bukan karna kenal dan sudah ada yg baru tapi aku melupakan mu karna waktu yg menuntunku untuk tidak berharap lebih dari apa yg sudah terjadi agarr tidak ada lagi sakit yg mendalam...:'')"", 'Lagunya bagus.. tp ngakak liat model ceweknya, aktingnya kebanyakan liat botol 😂😂', 'Aku hanya payung saat hujan \n\nKetika semua terjadi selama 7 tahun, tugasku selesai.\nTerimakasih, Aku masih tersimpan di gudang kusam dalam ruang kenangan, Kamu bisa pakai ketika tidak ada payung lagi yang tersedia. Walau itu menyakitkan tapi percayalah aku adalah payung yang kuat dan setia menanti kedatangan mu kembali #Ds170916']"
500,Shanti Dope - Tricks ,31271239,78216.0,1488,"Hip hop music, Music, Music of Asia, Pop music",207.0,"['""Ayaw mo sa drama gusto mo sa gangsta"" \n\nSad reality nowadays so true!!🥺🥺', 'SARAP NAMAN NG MGA CHICKS IDOL🔥', 'Kamuka ni skusta clee yung babae hahaha😅', 'Angas! 🔥', 'Ano name ni Girl?', 'Monica and poli 3 the of motorcycle\nMonica driving motorcycle', 'cutie nung isaaa 🥰', 'Shanti dope is goated ❤', '😯', '🤟']"
501,BATUGAN - FLOW G ,30689081,179132.0,6077,"Hip hop music, Music",256.0,"['Ayus e flow g.relate ako e😅', '🥺', 'Kapatid ko to ah. May anak na batugan parin. Asa sa magulang. Puros porma lang', 'imblis namag banat Ng buti nag banat Ng burat😂😂😂', ""Dadami pa views ne'to kapag may lyrics ❤️"", 'ganda ng mensahe nito 👏❤', 'Makinig kayo kay flowg marami kayong aral na matututunan.', 'SAPUL!', 'GRABE YON', '🍀🍀🍀🍀❤️❤️❤️❤️💚💚💚💚🌀🌀🌀🌀🧿🧿🧿🧿🪬🪬🪬🪬🌐🌐🌐🌐🎰🎰🎰🎰🔆🔆🔆🔆🌠🌠🌠🌠🌌🌌🌌🌌']"
502,LITTLE BIG - PENDEJO ,29338096,174730.0,7157,"Electronic music, Music",133.0,"['говно', 'Какая же это фигня....', 'Pues por ser una palabra en español cabe decir que tiene diferentes significados en los diferentes paises de habla hispana principalmente en america', 'dillon francis - кайф\nон тоже любил такие клипы снимать', 'Скурвились', 'Больше ничего не состоянии придумать однообразные унылые видео', 'Гов...', 'Классное было время. Жаль что оказались идиотами Новое заходить не будет , а старое  будет восприниматься ностальгически', 'блядь это прекрасно......простите за маты', 'Ah yes postmodern art']"
503,Rossa - Pudar | Official Music Video,28898125,112117.0,69,"Music, Music of Asia, Pop music",190.0,"['2019', '2019', 'JANUARI 2019?', 'gara2 WIB ada lagu ini langsung liat yt wkwk', 'Nostalgia mode on:v', '29.01.2019 mana like nya', 'kak Rossa tetap Keren sampe sekarang', '2019', '2019?', 'Kalau yang ngomongnya ini lagu SD berati sekarang baru kuliah atau lulus kuliah, kalau yang masih kuliah berati dia krasan di kampus wkwk']"
504,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
505,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
506,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
507,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
508,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
509,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
510,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
511,Elvis Presley - Suspicious Minds ,27748938,202106.0,3119,"Music, Pop music, Rock music",236.0,"['Conjuring 💀', 'I LOVE ELVIS 💙🎼😍', 'Elvis Presley el hombre más talentoso y hermoso que ha caminado por este planeta.. te adoro', ""I think I can say that the elvis movie really introduced my generation to elvis. Of course everyone knows who he his but nobody I know really knows all he's done or the extent of his greatness. So now I'm here, a 14 year old in 2024 after finally watching the movie and introducing myself to him and his music and I don't regret it at all. I still can't even begin to imagine how much he's influenced the world and how famous he actually is. I love all of his work and appreciate him."", 'KING!!!!!!!!!!!!!', 'Classic', 'What are you trying to say with the black man flying in the air with her. Terrible video.', 'Thank you, “Argyle” trailer, for getting this masterpiece stuck in my head 😊', ""Crappie video to be to for one of the greatest singers of all the time. .. what's with the floating around. . Could've have made a movie video of an awesome storyline."", 'A mis 50 sigo escuchando. Tan bella melodía. 🎉🎉🎉🎉🎉🎉 qué viva México si señor.🎉🎉🎉😂😂😂😂😂❤❤']"
512,Calm down  🔥 - Rema x Selena Gomez,9102228,346877.0,2180,Music,61.0,"['😂😂😂❤❤😢😢😢😮😮😮😅😅', '😂😂😂😂😂😂❤❤❤❤😊😊😊😊😊😊😊յյյլւըօգիգլգօււււիիիկդլհյյյվնվցվ🤗🤗🤗🤗🤑🤑🤑🤯🤯🤯🤫🤫🤡🤡🤡🤬🤬🤬', 'Domble 😂', '❤❤', '.wow love it very nice', 'Selena calm down❤❤', '😮😂😂🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩', 'Lo.. Lo.. Lo wow..wow wow', 'Rema  is   so  cute😊😊', ""FshsshdFurNh you don't b😢""]"
513,Maan Meri Jaan | Official Music Video | Champagne Talk | Kingl,5795955,306806.0,384,"Music, Music of Asia",60.0,"['😍😍😍😋😍😍🥰', '❤❤❤❤', '😍😍😍😍😍😍😍😜😜😍😍😍', 'S😂😂😂😂😂😮😊', 'Mari jaanlove ❤', '❤❤❤😂😂😂🎉🎉', '❤❤🎉😂', '😅😮😮😂🎉❤❤❤❤😊🎉❤😢😢😢❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ ok very much', 'I love you 💞😘💞😘💞😘💞😘💞😘💞😘💞😘💞😘💞😘💞😘💞🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🧡🤍💚🧡🤍💚🧡🤍💚🧡🤍💚', 'My favourite song 💓💗💗💗😍😍']"
514,Tyga - Sensei ,5074009,71276.0,791,"Hip hop music, Music",121.0,"['The king of club bangers 🔥', 'Tyga is back in his bag bro', 'lamborghini to tesla', 'Serious question: What message does this song send to you?', 'Honestly, fck this 2 min songs nowadays..', 'I love you Tyga very much ❤😂🎉😢😮😅😊😀😃😄😁😆😅🤣😂🙂🙃😉😊🥰😍🤩😘😗☺️😚😙🥲😋😛😜🤪😝🫠🤑🫥🥳💜❤💯💢💥💫💦💧🩸🫧💵💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💕💞💓💗💖❤️\u200d🔥💝❣️💟💌❤️\U0001fa77🧡💛💚💙\U0001fa75💜🤎🖤\U0001fa76🤍❤️📨💵', 'Ty🔥🔥', 'Vibes', '先生？先制？', 'Lourd']"
515,Ammy Virk: Happiness  | Ronny | Gill Machhrai | Harry Singh | Preet Singh,5396428,66891.0,2195,"Music, Music of Asia",193.0,"['Music copy bekaner song da😂😂', '❤❤❤❤', 'paajji awesme song with wow lyrics and music', 'Punjab me v goongat hota h', 'ਤੁਸੀਂ ਲੋਕਾ ਨੇ ਪੰਜਾਬ ਦੇ ਹਾਲਤ ਖਰਾਬ ਕਰਤੇ ਨਸੇ ਵੇਚ ਵੇਚ', 'Koi kise nu promote karda jida jee karda agla lauga bai', ""*I don't know if anyone is reading this, but if you are: You're awesome! I wish you and your loved ones always happy and healthy! ❤*"", 'Travalling + cool whether + light rain + with family+going to your dream way + this masterpiece = HEVEN', 'A sala. Kithey aa thekA jo udhar kar lainda', 'In start you copy tune from artugal ghazi Season firstly i thought that i was new song for season but You copy same tune why? dont have ur own mind']"
516,6ix9ine - Dueño ,3132870,59258.0,613,"Music, Music of Latin America",16.0,"['Oyo neo yo tam viendo me pinto de 6ix9ine', 'F el i', 'Fake', 'What the fu........ 💀', 'Tekashi los quiero conocer a los tekashi 69❤❤😊😊', 'Om', 'Que porqueria', 'Ты русский или англичанен', 'Así las tetas uzz, ,😏😏😏', 'No más de esta vasura por favor']"
517,Tyla - Truth or Dare ,2910945,157520.0,4675,"Hip hop music, Music, Pop music, Rhythm and blues",214.0,"['😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘😘😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰🥰🥰🥰🥰', 'Why womans have no clothes', 'Looks like Rue’s crib in Euphoria 😅', '❤❤❤ like this', 'amazing', '😂😂took his keys \U0001fa77\U0001fa77💕💕\U0001fa77\U0001fa77beautiful vid.', 'damn im in love', '❤', 'The Rihanna of Gen Z’s', 'Before this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕']"
518,By Birth  – Amrit Maan | Desi Crew | Elite Ep | Latest Punjabi Songs 2024 |,2948406,41445.0,751,"Music, Music of Asia",203.0,"['Nice song 👍👍👌', 'Nice song', 'Nice song❤❤', 'One one step best ❤❤❤', 'ਮਰਨ ਤੋ ਬਾਦ ਵੀ ਪੀਕ ਉੱਤੇ  ਸਿੱਧੂ ਦਿਖਦਾ  ਇਹਨੂੰ ਕਹਿੰਦੇ ਸਾਫ ਦਿਲ', 'New A.i song checkout https://youtu.be/abyzARiS2NY?si=GPDVdvjB9chnnKQa', 'Watching from South Korea 🇰🇷', 'Your channel is a treasure trove of Indian music! Love the vibrant beats and soulful melodies. Thanks for sharing the magic of Bollywood!', 'Papa sc , haaaa jatt😂😂', 'Shuru vech vdiya si fir mja ni aya']"
519,Piyath Rajapakse - Bandimu Suda  | Official Music Video,2495032,141602.0,6814,Music,251.0,"['Stream / Download බඳිමු සුදා   - https://bnfr.link/bandimu_suda', '🎉🎉❤', 'වෙනස්ම විදියේ සින්දුවක් All the beat ❤❤😊', 'වෙනත් රටකට යන්න වැඩ කරණ අස්සෙ, මේක දැක්කම ලංකාවෙන් යන්න හිතෙන්නෙ නෑ. මේ තමයි අපි දැනට ගෙවන සරල ලස්සන ජීවිතය , පිටරටවල් වලට ගියාම මේ සතුට සැනසීම අපෙන් කොයිතරම් නම් දුරස් වෙයිද කියල හිතෙනව. ....', 'Rajapassa oiii 😂😂😂😂 wakukaduwa galauna oiii huk😂😂😂', 'සුපිරියක් තමා එල', '💪', 'ලස්සනයි', 'මායාකාර සින්දු', 'අම්මෝමෝමෝ ඒකනම් පට්ට ආහ්..❤..']"
520,Jennifer Lopez - Can&#39;t Get Enough  [Official Music Video],2725786,86959.0,6190,"Hip hop music, Music, Pop music",264.0,"[""Oh I love it! And , I like latto parts ahh it's funny yet true!"", 'You are too nice to them.Stop and come to me and i show you how to be happy with my❤❤ way of loving.❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', ""Product Placement by...Benjamin Moore Paints? It's so exhilarating 2 see how far the J.Lo brand evolved in 2024; i think all that karma helped"", 'Jlo ❤❤❤❤❤', 'WOW 😲👍🏼💖💞💋💋💋', 'JLO es la mejor del todo el planeta , baile sensual hermosa 🤩 👏👏👏👏👏👏👏👏👏👏👏👏', 'what is she doing in a gay resort?', 'Jlo is back!', 'That is how to model a natural body of a women. No Tattoos. And yes the music is good too. Greek Hairy Spartian eat your words about her now.', 'She really it’s 54 ? She looks great']"
521,Don Toliver - Bandit [Official Music Video],2059806,104707.0,2293,"Hip hop music, Music, Rock music",226.0,"['""BanDiT"" OUT NOW !! 🏴\u200d☠\nStream/DL: https://DonToliver.lnk.to/BanditAY', 'The earbuds at the beginning don’t exist yet, am I the only one noticing ???', 'New fac song ong', 'бандит', 'Goosebomps. bro and the snipp et the end!??', 'hardest f ting ive seen in a bittt, especially the punk rock visuals are crazzyyyyy!', 'Bust it !', 'Been here before Donny Womack. I will be here for his legacy', 'Bro, the fk kidding?', 'i swear i heard that beat before from that last song']"
522,Nandy feat Alikiba - Dah! ,2057063,76532.0,5999,Music,219.0,"['https://www.youtube.com/watch?v=1orNCeAZhZA', '✌️✌️', 'Jamani mbona iyi nyimbo ni fimbo ya mwaka muuuh ❤❤❤', '🤔 the power of the king 🤴 utaona ukienda kuangalia viewers wa dah original song', '#kingkiba', 'Chuma kwel', 'From Kenya .. King kiba and Nandy ❤❤ pokea upendo.. weka like tukisonga', '❤️❤️❤️❤️❤️❤️❤️❤️❤️🔒🙌🏾', 'Naskiza nikiwa Nandi Kenya', 'Ooooooh nice one 5day 1.5m best']"
523,#大人ブルー 公開中🎉 #shorts #新しい学校のリーダーズ #ATARASHIIGAKKO #オトナブルー #OTONABLUE #首振りダンス,1866408,45405.0,291,"Music, Music of Asia, Pop music",43.0,"['ATARASHII GAKKO! – オトナブルー / OTONABLUE (Official Music Video)\nhttps://youtu.be/l446hUqQ7GY', 'とにかくカッコ良すぎ🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰', '❤❤❤❤ They are so addicting. I have to be bored to death with by the murder. K-Pop groups. Boy girls and boys this is refreshing love them from texas', 'Otra canción :v', 'So cute ❤❤❤❤', '簡単だと思ってカラオケで歌うと、\n自らの歌唱力のNASAに気付かされる曲。', 'たなかぬはねは❤❤🎉🎉', '❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🥰🥰🥰🥰💵💵💵💵💵💵💵💝😊🥳', 'もうすぐ1年が立つんだなーオトナブルー', 'A batida dessa música me lembra os animes antigos ❤']"
524,"Tiara Andini, Arsy Widianto - Lagu Pernikahan Kita ",1858987,89425.0,10763,"Music, Pop music",280.0,"['Assalamualaikum,, ti da naik jg ,,👍 nya. Alhamdulillah y Titi,, uda naik 2/3k ,, itu ARti,,nya ARSYI titi msh bnyk yg ❤ dgn karya seni kalian,bnyk bersyukur titi arsyi,, semoga saja duet ini bs pjg umur sukur2 bs satu dekade 😂 atau seterusnya spt kahitna yg msh exist walo sdh jrg d tv, krn faktor mgkn y,, g spt dl, aplgi skrg bnyk pengguna gagdet jd acara musik klh saing,, semua serba konten medsos dll y online streaming jd jmn emg merubah segalanya,,, \nTiti lbh d lht lagunya suka rancak dr seluruh lagu yg uda dan br br kluar,, contoh yg dl gemintang,, kl ada lagu melo spt maafkan aq msh terdengar rancak,, g melo sadness bgt,, mgkn bs g si nyanyi yg genre melo sadness bgt,, ayo ti bisa,,, mas yov kan jagonya, sukses n sht sllu ti\nMet mlm istrht to next day ,, utk esok yg cerah smgt jgn lp berdoa bersyukur dan doa ortu itu yg utama biar trs berkah jln hdp kita😊', 'Tiara cantekk amatttt woeiii', 'Love u mba Titi ❤❤❤', 'Moongalong,,,bogor hadirrrr', 'Lagu ini bakal hadir dlm versi jedag jedug  🤦😅😅', 'lagu indah dengan suara indah', 'Titii sumpah cantik banget 😮😮😮😮', 'jadi kangen nikah....', 'Ak dan suamiku ada lg kahitna merpati putih lg pernikahan kita 🥰🥰🥰🥰', 'Loh viewsnya ga gerak kah dari tadi isyak?']"
525,NBA YoungBoy - We shot him in his head huh [Official Music Video],1605201,111823.0,7819,"Hip hop music, Music",159.0,"['Still number 1', 'I really can’t believe people like this shit. Plus I thought he was done rapping about killing everybody? He gotta realize people listen and act on his music. Plus he’s clearly got a major problem with amphetamines. And yall wanna follow all the wrong shit.', 'The xan master', 'King Kentrell', '🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥', '🔥🔥🔥🔥🔥', 'I really cannot understand how people really hate on his talent.', 'Destroying black america one track at a time.', ""They can't compare you regardless 💯 #big38"", 'he saw his grandpa say PENIS']"
526,YoungBoy Never Broke Again - Bnyx Da Reaper ,1518614,94105.0,7520,"Hip hop music, Music",205.0,"['On All 3😂 in I like your Comment', '🔥🔥🔥🔥🔥', 'Killa ina real life👿. Respect to you from Jamaica 🇯🇲', 'Absolutely awful sound coming from this video.', 'Hurry with da album', 'Top da truth mane 🖖🏾🪬🐐', 'Play wit me you’ll die right there I felt that in my soul', 'Anybody know where he gets his race fits from?🔥🔥🔥', 'Luv YB but the mixing and mastering is awful lately', 'the goat']"
527,Sharma Boy &quot;Laftii nagaa &quot;  2024,1383269,74002.0,4769,"Hip hop music, Music",221.0,"['Abti keep going', '""waxan kamid ahay tageraha CR7 . Dhabarka kuwata AK47"" Killed it 🔥🔥🔥 keep going', 'Sharma  ka sharma waxba lagama qaban karo wlhi. Keep going legend❤', 'Wanawashay pro', 'Remember 1977 😅😅😅😅😂😂 Sharma gacanaa kuu taagay', 'Sharmabyo❤❤❤❤❤❤🎉🎉🎉🎉😂😂😂😂😂muuse biixi😢😢😢😢😢😢😢', '❤❤❤❤❤runtaa usheegtey', 'Wow lafti nga', 'Lol the introduction part though 😂😂😂😂', 'Woooow🎉']"
528,That Mexican OT &amp; DaBaby - Point Em Out ,1351933,73025.0,3697,"Hip hop music, Music",150.0,"['🔥🔥🔥🤘💯', 'OT in the thumbnail 💀😂😂😂', 'This goes hard', 'Dammn!!! Pinche rolon!!! 🔥🔥🔥🇲🇽🇲🇽🇲🇽', 'Not gone lie\nBuddy hard. Bars & not 1n word used', 'That mexican ot and bigxthaplug', '🥴🥴🤪🍑🍑❤️\u200d🔥🎉🎉 ""aye where he is ,point him out throw his bitch ass in the trunk take him to the south""', 'Andy Ruiz go hard', 'Great feature❤🎉🎉', 'OT could of killed this alone']"
529,Zerb - Mwaki  [Official Music Video],1756894,45436.0,2483,"Electronic music, Music",221.0,"[""I'll be coming to a city near you soon! Text me: https://laylo.com/zerb/joinme"", '❤❤❤❤❤', 'Класс', ""Over 1.5 milkion views but subs are 50k? Why don't we all give this artist the numbers so she will be motivated to give more content please."", 'За пацана тревожно стало 😂', 'rwimbo kwagira, kana atia', '❤❤❤❤❤', '💯💯💯💯💯💯💯💯', '❤️💛💚🇯🇲🔥🔥🔥🔥💯', 'lovely to see n hear such cultural acts together 🙏🏾🥰..tq']"
